if system_dependent('IsDebugMode')==1, dbquit; end
Experimento_PRINCIPAL_AEIQ_geral
Exp: 1 - 	 Ger: 1 - 	 Best:    0.26895 - 	 Mean: 3007367.66513 - 	 AQreal:   35.78165  	 
Exp: 1 - 	 Ger: 50 - 	 Best:    0.16780 - 	 Mean:    0.18012 - 	 AQreal:   12.74950  	 
Exp: 1 - 	 Ger: 51 - 	 Best:    0.16780 - 	 Mean:    0.17961 - 	 AQreal:   12.74950  	 
Exp: 1 - 	 Ger: 52 - 	 Best:    0.16780 - 	 Mean:    0.17931 - 	 AQreal:   12.74950  	 
Exp: 1 - 	 Ger: 53 - 	 Best:    0.16780 - 	 Mean:    0.17906 - 	 AQreal:   12.74950  	 
Exp: 1 - 	 Ger: 54 - 	 Best:    0.16780 - 	 Mean:    0.17836 - 	 AQreal:   12.74950  	 
Exp: 1 - 	 Ger: 55 - 	 Best:    0.16780 - 	 Mean:    0.17724 - 	 AQreal:   11.08210  	 
Exp: 1 - 	 Ger: 56 - 	 Best:    0.16780 - 	 Mean:    0.17686 - 	 AQreal:   11.08210  	 
Exp: 1 - 	 Ger: 57 - 	 Best:    0.16780 - 	 Mean:    0.17643 - 	 AQreal:   11.08210  	 
Exp: 1 - 	 Ger: 58 - 	 Best:    0.16780 - 	 Mean:    0.17639 - 	 AQreal:   11.08210  	 
Exp: 1 - 	 Ger: 59 - 	 Best:    0.16780 - 	 Mean:    0.17625 - 	 AQreal:   11.08210  	 
Exp: 1 - 	 Ger: 60 - 	 Best:    0.16780 - 	 Mean:    0.17617 - 	 AQreal:    6.72825  	 
Exp: 1 - 	 Ger: 61 - 	 Best:    0.16780 - 	 Mean:    0.17554 - 	 AQreal:    6.72825  	 
Exp: 1 - 	 Ger: 62 - 	 Best:    0.16780 - 	 Mean:    0.17547 - 	 AQreal:    6.72825  	 
Exp: 1 - 	 Ger: 63 - 	 Best:    0.16780 - 	 Mean:    0.17508 - 	 AQreal:    6.72825  	 
Exp: 1 - 	 Ger: 64 - 	 Best:    0.16780 - 	 Mean:    0.17504 - 	 AQreal:    6.72825  	 
Exp: 1 - 	 Ger: 65 - 	 Best:    0.16780 - 	 Mean:    0.17474 - 	 AQreal:    5.98589  	 
Exp: 1 - 	 Ger: 66 - 	 Best:    0.16780 - 	 Mean:    0.17449 - 	 AQreal:    5.98589  	 
Exp: 1 - 	 Ger: 67 - 	 Best:    0.16780 - 	 Mean:    0.17434 - 	 AQreal:    5.98589  	 
Exp: 1 - 	 Ger: 68 - 	 Best:    0.16513 - 	 Mean:    0.17335 - 	 AQreal:    5.98589  	 
Exp: 1 - 	 Ger: 69 - 	 Best:    0.16273 - 	 Mean:    0.17295 - 	 AQreal:    5.98589  	 
Exp: 1 - 	 Ger: 70 - 	 Best:    0.16273 - 	 Mean:    0.17287 - 	 AQreal:    4.54472  	 
Exp: 1 - 	 Ger: 71 - 	 Best:    0.15686 - 	 Mean:    0.17245 - 	 AQreal:    4.54472  	 
Exp: 1 - 	 Ger: 72 - 	 Best:    0.15686 - 	 Mean:    0.17206 - 	 AQreal:    4.54472  	 
Exp: 1 - 	 Ger: 73 - 	 Best:    0.15686 - 	 Mean:    0.17205 - 	 AQreal:    4.54472  	 
Exp: 1 - 	 Ger: 74 - 	 Best:    0.15686 - 	 Mean:    0.17185 - 	 AQreal:    4.54472  	 
Exp: 1 - 	 Ger: 75 - 	 Best:    0.15686 - 	 Mean:    0.17158 - 	 AQreal:    3.75149  	 
Exp: 1 - 	 Ger: 76 - 	 Best:    0.15686 - 	 Mean:    0.17151 - 	 AQreal:    3.75149  	 
Exp: 1 - 	 Ger: 77 - 	 Best:    0.15686 - 	 Mean:    0.17151 - 	 AQreal:    3.75149  	 
Exp: 1 - 	 Ger: 78 - 	 Best:    0.15686 - 	 Mean:    0.17133 - 	 AQreal:    3.75149  	 
Exp: 1 - 	 Ger: 79 - 	 Best:    0.15686 - 	 Mean:    0.17114 - 	 AQreal:    3.75149  	 
Exp: 1 - 	 Ger: 80 - 	 Best:    0.15686 - 	 Mean:    0.17114 - 	 AQreal:   18.36521  	 
Exp: 1 - 	 Ger: 81 - 	 Best:    0.15686 - 	 Mean:    0.17111 - 	 AQreal:   18.36521  	 
Exp: 1 - 	 Ger: 82 - 	 Best:    0.15686 - 	 Mean:    0.17081 - 	 AQreal:   18.36521  	 
Exp: 1 - 	 Ger: 83 - 	 Best:    0.15686 - 	 Mean:    0.17074 - 	 AQreal:   18.36521  	 
Exp: 1 - 	 Ger: 84 - 	 Best:    0.15686 - 	 Mean:    0.17057 - 	 AQreal:   18.36521  	 
Exp: 1 - 	 Ger: 85 - 	 Best:    0.15686 - 	 Mean:    0.17057 - 	 AQreal:   11.01359  	 
Exp: 1 - 	 Ger: 86 - 	 Best:    0.15686 - 	 Mean:    0.17053 - 	 AQreal:   11.01359  	 
Exp: 1 - 	 Ger: 87 - 	 Best:    0.15686 - 	 Mean:    0.17028 - 	 AQreal:   11.01359  	 
Exp: 1 - 	 Ger: 88 - 	 Best:    0.15686 - 	 Mean:    0.17028 - 	 AQreal:   11.01359  	 
Exp: 1 - 	 Ger: 89 - 	 Best:    0.15686 - 	 Mean:    0.17019 - 	 AQreal:   11.01359  	 
Exp: 1 - 	 Ger: 90 - 	 Best:    0.15686 - 	 Mean:    0.17019 - 	 AQreal:    4.17729  	 
Exp: 1 - 	 Ger: 91 - 	 Best:    0.15686 - 	 Mean:    0.16991 - 	 AQreal:    4.17729  	 
Exp: 1 - 	 Ger: 92 - 	 Best:    0.15686 - 	 Mean:    0.16981 - 	 AQreal:    4.17729  	 
Exp: 1 - 	 Ger: 93 - 	 Best:    0.15686 - 	 Mean:    0.16980 - 	 AQreal:    4.17729  	 
Exp: 1 - 	 Ger: 94 - 	 Best:    0.15686 - 	 Mean:    0.16978 - 	 AQreal:    4.17729  	 
Exp: 1 - 	 Ger: 95 - 	 Best:    0.15686 - 	 Mean:    0.16971 - 	 AQreal:    3.54517  	 
Exp: 1 - 	 Ger: 96 - 	 Best:    0.15686 - 	 Mean:    0.16962 - 	 AQreal:    3.54517  	 
Exp: 1 - 	 Ger: 97 - 	 Best:    0.15686 - 	 Mean:    0.16937 - 	 AQreal:    3.54517  	 
Exp: 1 - 	 Ger: 98 - 	 Best:    0.15686 - 	 Mean:    0.16937 - 	 AQreal:    3.54517  	 
Exp: 1 - 	 Ger: 99 - 	 Best:    0.15686 - 	 Mean:    0.16937 - 	 AQreal:    3.54517  	 
Exp: 1 - 	 Ger: 100 - 	 Best:    0.15686 - 	 Mean:    0.16909 - 	 AQreal:    3.54776  	 
Exp: 1 - 	 Ger: 101 - 	 Best:    0.15686 - 	 Mean:    0.16909 - 	 AQreal:    3.54776  	 
Exp: 1 - 	 Ger: 102 - 	 Best:    0.15686 - 	 Mean:    0.16898 - 	 AQreal:    3.54776  	 
Exp: 1 - 	 Ger: 103 - 	 Best:    0.15686 - 	 Mean:    0.16898 - 	 AQreal:    3.54776  	 
Exp: 1 - 	 Ger: 104 - 	 Best:    0.15686 - 	 Mean:    0.16895 - 	 AQreal:    3.54776  	 
Exp: 1 - 	 Ger: 105 - 	 Best:    0.15686 - 	 Mean:    0.16895 - 	 AQreal:   14.07242  	 
Exp: 1 - 	 Ger: 106 - 	 Best:    0.15686 - 	 Mean:    0.16881 - 	 AQreal:   14.07242  	 
Exp: 1 - 	 Ger: 107 - 	 Best:    0.15686 - 	 Mean:    0.16875 - 	 AQreal:   14.07242  	 
Exp: 1 - 	 Ger: 108 - 	 Best:    0.15686 - 	 Mean:    0.16861 - 	 AQreal:   14.07242  	 
Exp: 1 - 	 Ger: 109 - 	 Best:    0.15686 - 	 Mean:    0.16836 - 	 AQreal:   14.07242  	 
Exp: 1 - 	 Ger: 110 - 	 Best:    0.15686 - 	 Mean:    0.16822 - 	 AQreal:   20.49537  	 
Exp: 1 - 	 Ger: 111 - 	 Best:    0.15686 - 	 Mean:    0.16822 - 	 AQreal:   20.49537  	 
Exp: 1 - 	 Ger: 112 - 	 Best:    0.15686 - 	 Mean:    0.16813 - 	 AQreal:   20.49537  	 
Exp: 1 - 	 Ger: 113 - 	 Best:    0.15686 - 	 Mean:    0.16813 - 	 AQreal:   20.49537  	 
Exp: 1 - 	 Ger: 114 - 	 Best:    0.15686 - 	 Mean:    0.16811 - 	 AQreal:   20.49537  	 
Exp: 1 - 	 Ger: 115 - 	 Best:    0.15686 - 	 Mean:    0.16796 - 	 AQreal:   18.80604  	 
Exp: 1 - 	 Ger: 116 - 	 Best:    0.15686 - 	 Mean:    0.16795 - 	 AQreal:   18.80604  	 
Exp: 1 - 	 Ger: 117 - 	 Best:    0.15686 - 	 Mean:    0.16792 - 	 AQreal:   18.80604  	 
Exp: 1 - 	 Ger: 118 - 	 Best:    0.15686 - 	 Mean:    0.16792 - 	 AQreal:   18.80604  	 
Exp: 1 - 	 Ger: 119 - 	 Best:    0.15686 - 	 Mean:    0.16792 - 	 AQreal:   18.80604  	 
Exp: 1 - 	 Ger: 120 - 	 Best:    0.15686 - 	 Mean:    0.16772 - 	 AQreal:   16.70114  	 
Exp: 1 - 	 Ger: 121 - 	 Best:    0.15686 - 	 Mean:    0.16772 - 	 AQreal:   16.70114  	 
Exp: 1 - 	 Ger: 122 - 	 Best:    0.15686 - 	 Mean:    0.16766 - 	 AQreal:   16.70114  	 
Exp: 1 - 	 Ger: 123 - 	 Best:    0.15686 - 	 Mean:    0.16753 - 	 AQreal:   16.70114  	 
Exp: 1 - 	 Ger: 124 - 	 Best:    0.15686 - 	 Mean:    0.16745 - 	 AQreal:   16.70114  	 
Exp: 1 - 	 Ger: 125 - 	 Best:    0.15686 - 	 Mean:    0.16745 - 	 AQreal:    9.88939  	 
Exp: 1 - 	 Ger: 126 - 	 Best:    0.15686 - 	 Mean:    0.16740 - 	 AQreal:    9.88939  	 
Exp: 1 - 	 Ger: 127 - 	 Best:    0.15686 - 	 Mean:    0.16740 - 	 AQreal:    9.88939  	 
Exp: 1 - 	 Ger: 128 - 	 Best:    0.15686 - 	 Mean:    0.16736 - 	 AQreal:    9.88939  	 
Exp: 1 - 	 Ger: 129 - 	 Best:    0.15686 - 	 Mean:    0.16736 - 	 AQreal:    9.88939  	 
Exp: 1 - 	 Ger: 130 - 	 Best:    0.15686 - 	 Mean:    0.16736 - 	 AQreal:    5.76164  	 
Exp: 1 - 	 Ger: 131 - 	 Best:    0.15686 - 	 Mean:    0.16736 - 	 AQreal:    5.76164  	 
Exp: 1 - 	 Ger: 132 - 	 Best:    0.15686 - 	 Mean:    0.16736 - 	 AQreal:    5.76164  	 
Exp: 1 - 	 Ger: 133 - 	 Best:    0.15686 - 	 Mean:    0.16719 - 	 AQreal:    5.76164  	 
Exp: 1 - 	 Ger: 134 - 	 Best:    0.15686 - 	 Mean:    0.16715 - 	 AQreal:    5.76164  	 
Exp: 1 - 	 Ger: 135 - 	 Best:    0.15686 - 	 Mean:    0.16715 - 	 AQreal:   15.42444  	 
Exp: 1 - 	 Ger: 136 - 	 Best:    0.15686 - 	 Mean:    0.16715 - 	 AQreal:   15.42444  	 
Exp: 1 - 	 Ger: 137 - 	 Best:    0.15686 - 	 Mean:    0.16715 - 	 AQreal:   15.42444  	 
Exp: 1 - 	 Ger: 138 - 	 Best:    0.15686 - 	 Mean:    0.16715 - 	 AQreal:   15.42444  	 
Exp: 1 - 	 Ger: 139 - 	 Best:    0.15686 - 	 Mean:    0.16715 - 	 AQreal:   15.42444  	 
Exp: 1 - 	 Ger: 140 - 	 Best:    0.15686 - 	 Mean:    0.16714 - 	 AQreal:   10.08071  	 
Exp: 1 - 	 Ger: 141 - 	 Best:    0.15686 - 	 Mean:    0.16704 - 	 AQreal:   10.08071  	 
Exp: 1 - 	 Ger: 142 - 	 Best:    0.15686 - 	 Mean:    0.16704 - 	 AQreal:   10.08071  	 
Exp: 1 - 	 Ger: 143 - 	 Best:    0.15686 - 	 Mean:    0.16704 - 	 AQreal:   10.08071  	 
Exp: 1 - 	 Ger: 144 - 	 Best:    0.15686 - 	 Mean:    0.16704 - 	 AQreal:   10.08071  	 
Exp: 1 - 	 Ger: 145 - 	 Best:    0.15686 - 	 Mean:    0.16704 - 	 AQreal:    6.97666  	 
Exp: 1 - 	 Ger: 146 - 	 Best:    0.15686 - 	 Mean:    0.16702 - 	 AQreal:    6.97666  	 
Exp: 1 - 	 Ger: 147 - 	 Best:    0.15686 - 	 Mean:    0.16698 - 	 AQreal:    6.97666  	 
Exp: 1 - 	 Ger: 148 - 	 Best:    0.15686 - 	 Mean:    0.16698 - 	 AQreal:    6.97666  	 
Exp: 1 - 	 Ger: 149 - 	 Best:    0.15686 - 	 Mean:    0.16698 - 	 AQreal:    6.97666  	 
Exp: 1 - 	 Ger: 150 - 	 Best:    0.15686 - 	 Mean:    0.16698 - 	 AQreal:    4.65714  	 
Exp: 1 - 	 Ger: 1 - 	 Best:    0.13727 - 	 Mean:    0.18973 - 	 AQreal:    1.00000  	 
Exp: 1 - 	 Ger: 2 - 	 Best:    0.13727 - 	 Mean:    0.15997 - 	 AQreal:    1.00000  	 
Exp: 1 - 	 Ger: 3 - 	 Best:    0.13727 - 	 Mean:    0.15455 - 	 AQreal:    1.00000  	 
Exp: 1 - 	 Ger: 4 - 	 Best:    0.13727 - 	 Mean:    0.15191 - 	 AQreal:    1.00000  	 
Exp: 1 - 	 Ger: 5 - 	 Best:    0.13722 - 	 Mean:    0.14962 - 	 AQreal:    0.77013  	 
Exp: 1 - 	 Ger: 6 - 	 Best:    0.13159 - 	 Mean:    0.14668 - 	 AQreal:    0.77013  	 
Exp: 1 - 	 Ger: 7 - 	 Best:    0.13159 - 	 Mean:    0.14561 - 	 AQreal:    0.77013  	 
Exp: 1 - 	 Ger: 8 - 	 Best:    0.13159 - 	 Mean:    0.14431 - 	 AQreal:    0.77013  	 
Exp: 1 - 	 Ger: 9 - 	 Best:    0.13159 - 	 Mean:    0.14291 - 	 AQreal:    0.77013  	 
Exp: 1 - 	 Ger: 10 - 	 Best:    0.13159 - 	 Mean:    0.14167 - 	 AQreal:    0.73010  	 
Exp: 1 - 	 Ger: 11 - 	 Best:    0.13112 - 	 Mean:    0.14013 - 	 AQreal:    0.73010  	 
Exp: 1 - 	 Ger: 12 - 	 Best:    0.12743 - 	 Mean:    0.13923 - 	 AQreal:    0.73010  	 
Exp: 1 - 	 Ger: 13 - 	 Best:    0.12743 - 	 Mean:    0.13913 - 	 AQreal:    0.73010  	 
Exp: 1 - 	 Ger: 14 - 	 Best:    0.12743 - 	 Mean:    0.13835 - 	 AQreal:    0.73010  	 
Exp: 1 - 	 Ger: 15 - 	 Best:    0.12743 - 	 Mean:    0.13811 - 	 AQreal:    0.72325  	 
Exp: 1 - 	 Ger: 16 - 	 Best:    0.12743 - 	 Mean:    0.13713 - 	 AQreal:    0.72325  	 
Exp: 1 - 	 Ger: 17 - 	 Best:    0.12743 - 	 Mean:    0.13686 - 	 AQreal:    0.72325  	 
Exp: 1 - 	 Ger: 18 - 	 Best:    0.12743 - 	 Mean:    0.13684 - 	 AQreal:    0.72325  	 
Exp: 1 - 	 Ger: 19 - 	 Best:    0.12743 - 	 Mean:    0.13630 - 	 AQreal:    0.72325  	 
Exp: 1 - 	 Ger: 20 - 	 Best:    0.12716 - 	 Mean:    0.13565 - 	 AQreal:    0.68450  	 
Exp: 1 - 	 Ger: 21 - 	 Best:    0.12505 - 	 Mean:    0.13510 - 	 AQreal:    0.68450  	 
Exp: 1 - 	 Ger: 22 - 	 Best:    0.12505 - 	 Mean:    0.13490 - 	 AQreal:    0.68450  	 
Exp: 1 - 	 Ger: 23 - 	 Best:    0.12505 - 	 Mean:    0.13484 - 	 AQreal:    0.68450  	 
Exp: 1 - 	 Ger: 24 - 	 Best:    0.12505 - 	 Mean:    0.13459 - 	 AQreal:    0.68450  	 
Exp: 1 - 	 Ger: 25 - 	 Best:    0.12505 - 	 Mean:    0.13436 - 	 AQreal:    0.60282  	 
Exp: 1 - 	 Ger: 26 - 	 Best:    0.12505 - 	 Mean:    0.13396 - 	 AQreal:    0.60282  	 
Exp: 1 - 	 Ger: 27 - 	 Best:    0.12505 - 	 Mean:    0.13358 - 	 AQreal:    0.60282  	 
Exp: 1 - 	 Ger: 28 - 	 Best:    0.12505 - 	 Mean:    0.13320 - 	 AQreal:    0.60282  	 
Exp: 1 - 	 Ger: 29 - 	 Best:    0.12084 - 	 Mean:    0.13259 - 	 AQreal:    0.60282  	 
Exp: 1 - 	 Ger: 30 - 	 Best:    0.12084 - 	 Mean:    0.13228 - 	 AQreal:    0.58156  	 
Exp: 1 - 	 Ger: 31 - 	 Best:    0.12084 - 	 Mean:    0.13212 - 	 AQreal:    0.58156  	 
Exp: 1 - 	 Ger: 32 - 	 Best:    0.12084 - 	 Mean:    0.13171 - 	 AQreal:    0.58156  	 
Exp: 1 - 	 Ger: 33 - 	 Best:    0.12084 - 	 Mean:    0.13135 - 	 AQreal:    0.58156  	 
Exp: 1 - 	 Ger: 34 - 	 Best:    0.12084 - 	 Mean:    0.13090 - 	 AQreal:    0.58156  	 
Exp: 1 - 	 Ger: 35 - 	 Best:    0.12084 - 	 Mean:    0.13065 - 	 AQreal:    0.55375  	 
Exp: 1 - 	 Ger: 36 - 	 Best:    0.11836 - 	 Mean:    0.12987 - 	 AQreal:    0.55375  	 
Exp: 1 - 	 Ger: 37 - 	 Best:    0.11836 - 	 Mean:    0.12966 - 	 AQreal:    0.55375  	 
Exp: 1 - 	 Ger: 38 - 	 Best:    0.11836 - 	 Mean:    0.12935 - 	 AQreal:    0.55375  	 
Exp: 1 - 	 Ger: 39 - 	 Best:    0.11836 - 	 Mean:    0.12915 - 	 AQreal:    0.55375  	 
Exp: 1 - 	 Ger: 40 - 	 Best:    0.11836 - 	 Mean:    0.12861 - 	 AQreal:    0.53643  	 
Exp: 1 - 	 Ger: 41 - 	 Best:    0.11836 - 	 Mean:    0.12838 - 	 AQreal:    0.53643  	 
Exp: 1 - 	 Ger: 42 - 	 Best:    0.11421 - 	 Mean:    0.12803 - 	 AQreal:    0.53643  	 
Exp: 1 - 	 Ger: 43 - 	 Best:    0.11421 - 	 Mean:    0.12791 - 	 AQreal:    0.53643  	 
Exp: 1 - 	 Ger: 44 - 	 Best:    0.11421 - 	 Mean:    0.12765 - 	 AQreal:    0.53643  	 
Exp: 1 - 	 Ger: 45 - 	 Best:    0.11421 - 	 Mean:    0.12728 - 	 AQreal:    0.52254  	 
Exp: 1 - 	 Ger: 46 - 	 Best:    0.11421 - 	 Mean:    0.12694 - 	 AQreal:    0.52254  	 
Exp: 1 - 	 Ger: 47 - 	 Best:    0.11421 - 	 Mean:    0.12676 - 	 AQreal:    0.52254  	 
Exp: 1 - 	 Ger: 48 - 	 Best:    0.11421 - 	 Mean:    0.12661 - 	 AQreal:    0.52254  	 
Exp: 1 - 	 Ger: 49 - 	 Best:    0.11421 - 	 Mean:    0.12608 - 	 AQreal:    0.52254  	 
Exp: 1 - 	 Ger: 50 - 	 Best:    0.11421 - 	 Mean:    0.12586 - 	 AQreal:    0.51557  	 
Exp: 1 - 	 Ger: 51 - 	 Best:    0.11421 - 	 Mean:    0.12580 - 	 AQreal:    0.51557  	 
Exp: 1 - 	 Ger: 52 - 	 Best:    0.11421 - 	 Mean:    0.12548 - 	 AQreal:    0.51557  	 
Exp: 1 - 	 Ger: 53 - 	 Best:    0.11421 - 	 Mean:    0.12512 - 	 AQreal:    0.51557  	 
Exp: 1 - 	 Ger: 54 - 	 Best:    0.11421 - 	 Mean:    0.12476 - 	 AQreal:    0.51557  	 
Exp: 1 - 	 Ger: 55 - 	 Best:    0.11421 - 	 Mean:    0.12433 - 	 AQreal:    0.50673  	 
Exp: 1 - 	 Ger: 56 - 	 Best:    0.11421 - 	 Mean:    0.12407 - 	 AQreal:    0.50673  	 
Exp: 1 - 	 Ger: 57 - 	 Best:    0.11421 - 	 Mean:    0.12338 - 	 AQreal:    0.50673  	 
Exp: 1 - 	 Ger: 58 - 	 Best:    0.11421 - 	 Mean:    0.12315 - 	 AQreal:    0.50673  	 
Exp: 1 - 	 Ger: 59 - 	 Best:    0.11421 - 	 Mean:    0.12280 - 	 AQreal:    0.50673  	 
Exp: 1 - 	 Ger: 60 - 	 Best:    0.11421 - 	 Mean:    0.12280 - 	 AQreal:    0.48966  	 
Exp: 1 - 	 Ger: 61 - 	 Best:    0.11421 - 	 Mean:    0.12267 - 	 AQreal:    0.48966  	 
Exp: 1 - 	 Ger: 62 - 	 Best:    0.11421 - 	 Mean:    0.12230 - 	 AQreal:    0.48966  	 
Exp: 1 - 	 Ger: 63 - 	 Best:    0.11421 - 	 Mean:    0.12209 - 	 AQreal:    0.48966  	 
Exp: 1 - 	 Ger: 64 - 	 Best:    0.11421 - 	 Mean:    0.12196 - 	 AQreal:    0.48966  	 
Exp: 1 - 	 Ger: 65 - 	 Best:    0.11421 - 	 Mean:    0.12170 - 	 AQreal:    0.47541  	 
Exp: 1 - 	 Ger: 66 - 	 Best:    0.11421 - 	 Mean:    0.12142 - 	 AQreal:    0.47541  	 
Exp: 1 - 	 Ger: 67 - 	 Best:    0.11421 - 	 Mean:    0.12131 - 	 AQreal:    0.47541  	 
Exp: 1 - 	 Ger: 68 - 	 Best:    0.11421 - 	 Mean:    0.12115 - 	 AQreal:    0.47541  	 
Exp: 1 - 	 Ger: 69 - 	 Best:    0.11421 - 	 Mean:    0.12095 - 	 AQreal:    0.47541  	 
Exp: 1 - 	 Ger: 70 - 	 Best:    0.11421 - 	 Mean:    0.12081 - 	 AQreal:    0.40474  	 
Exp: 1 - 	 Ger: 71 - 	 Best:    0.11421 - 	 Mean:    0.12042 - 	 AQreal:    0.40474  	 
Exp: 1 - 	 Ger: 72 - 	 Best:    0.11421 - 	 Mean:    0.12015 - 	 AQreal:    0.40474  	 
Exp: 1 - 	 Ger: 73 - 	 Best:    0.11421 - 	 Mean:    0.12013 - 	 AQreal:    0.40474  	 
Exp: 1 - 	 Ger: 74 - 	 Best:    0.11421 - 	 Mean:    0.12006 - 	 AQreal:    0.40474  	 
Exp: 1 - 	 Ger: 75 - 	 Best:    0.11421 - 	 Mean:    0.11983 - 	 AQreal:    0.39934  	 
Exp: 1 - 	 Ger: 76 - 	 Best:    0.11421 - 	 Mean:    0.11970 - 	 AQreal:    0.39934  	 
Exp: 1 - 	 Ger: 77 - 	 Best:    0.11421 - 	 Mean:    0.11967 - 	 AQreal:    0.39934  	 
Exp: 1 - 	 Ger: 78 - 	 Best:    0.11421 - 	 Mean:    0.11940 - 	 AQreal:    0.39934  	 
Exp: 1 - 	 Ger: 79 - 	 Best:    0.11421 - 	 Mean:    0.11932 - 	 AQreal:    0.39934  	 
Exp: 1 - 	 Ger: 80 - 	 Best:    0.11196 - 	 Mean:    0.11896 - 	 AQreal:    0.33131  	 
Exp: 1 - 	 Ger: 81 - 	 Best:    0.11196 - 	 Mean:    0.11893 - 	 AQreal:    0.33131  	 
Exp: 1 - 	 Ger: 82 - 	 Best:    0.11196 - 	 Mean:    0.11860 - 	 AQreal:    0.33131  	 
Exp: 1 - 	 Ger: 83 - 	 Best:    0.11196 - 	 Mean:    0.11846 - 	 AQreal:    0.33131  	 
Exp: 1 - 	 Ger: 84 - 	 Best:    0.11196 - 	 Mean:    0.11824 - 	 AQreal:    0.33131  	 
Exp: 1 - 	 Ger: 85 - 	 Best:    0.11196 - 	 Mean:    0.11819 - 	 AQreal:    0.25396  	 
Exp: 1 - 	 Ger: 86 - 	 Best:    0.11196 - 	 Mean:    0.11808 - 	 AQreal:    0.25396  	 
Exp: 1 - 	 Ger: 87 - 	 Best:    0.11196 - 	 Mean:    0.11793 - 	 AQreal:    0.25396  	 
Exp: 1 - 	 Ger: 88 - 	 Best:    0.11196 - 	 Mean:    0.11780 - 	 AQreal:    0.25396  	 
Exp: 1 - 	 Ger: 89 - 	 Best:    0.11154 - 	 Mean:    0.11758 - 	 AQreal:    0.25396  	 
Exp: 1 - 	 Ger: 90 - 	 Best:    0.11154 - 	 Mean:    0.11746 - 	 AQreal:    0.24956  	 
Exp: 1 - 	 Ger: 91 - 	 Best:    0.11154 - 	 Mean:    0.11696 - 	 AQreal:    0.24956  	 
Exp: 1 - 	 Ger: 92 - 	 Best:    0.11149 - 	 Mean:    0.11654 - 	 AQreal:    0.24956  	 
Exp: 1 - 	 Ger: 93 - 	 Best:    0.11149 - 	 Mean:    0.11638 - 	 AQreal:    0.24956  	 
Exp: 1 - 	 Ger: 94 - 	 Best:    0.11149 - 	 Mean:    0.11621 - 	 AQreal:    0.24956  	 
Exp: 1 - 	 Ger: 95 - 	 Best:    0.11149 - 	 Mean:    0.11613 - 	 AQreal:    0.25398  	 
Exp: 1 - 	 Ger: 96 - 	 Best:    0.11149 - 	 Mean:    0.11594 - 	 AQreal:    0.25398  	 
Exp: 1 - 	 Ger: 97 - 	 Best:    0.11149 - 	 Mean:    0.11560 - 	 AQreal:    0.25398  	 
Exp: 1 - 	 Ger: 98 - 	 Best:    0.11149 - 	 Mean:    0.11556 - 	 AQreal:    0.25398  	 
Exp: 1 - 	 Ger: 99 - 	 Best:    0.11149 - 	 Mean:    0.11537 - 	 AQreal:    0.25398  	 
Exp: 1 - 	 Ger: 100 - 	 Best:    0.11093 - 	 Mean:    0.11505 - 	 AQreal:    0.25652  	 
Exp: 1 - 	 Ger: 101 - 	 Best:    0.11093 - 	 Mean:    0.11495 - 	 AQreal:    0.25652  	 
Exp: 1 - 	 Ger: 102 - 	 Best:    0.11093 - 	 Mean:    0.11484 - 	 AQreal:    0.25652  	 
Exp: 1 - 	 Ger: 103 - 	 Best:    0.11093 - 	 Mean:    0.11464 - 	 AQreal:    0.25652  	 
Exp: 1 - 	 Ger: 104 - 	 Best:    0.11093 - 	 Mean:    0.11461 - 	 AQreal:    0.25652  	 
Exp: 1 - 	 Ger: 105 - 	 Best:    0.11093 - 	 Mean:    0.11450 - 	 AQreal:    0.22239  	 
Exp: 1 - 	 Ger: 106 - 	 Best:    0.11093 - 	 Mean:    0.11432 - 	 AQreal:    0.22239  	 
Exp: 1 - 	 Ger: 107 - 	 Best:    0.11093 - 	 Mean:    0.11423 - 	 AQreal:    0.22239  	 
Exp: 1 - 	 Ger: 108 - 	 Best:    0.11093 - 	 Mean:    0.11413 - 	 AQreal:    0.22239  	 
Exp: 1 - 	 Ger: 109 - 	 Best:    0.11093 - 	 Mean:    0.11407 - 	 AQreal:    0.22239  	 
Exp: 1 - 	 Ger: 110 - 	 Best:    0.11093 - 	 Mean:    0.11394 - 	 AQreal:    0.19708  	 
Exp: 1 - 	 Ger: 111 - 	 Best:    0.11093 - 	 Mean:    0.11366 - 	 AQreal:    0.19708  	 
Exp: 1 - 	 Ger: 112 - 	 Best:    0.11093 - 	 Mean:    0.11354 - 	 AQreal:    0.19708  	 
Exp: 1 - 	 Ger: 113 - 	 Best:    0.11093 - 	 Mean:    0.11336 - 	 AQreal:    0.19708  	 
Exp: 1 - 	 Ger: 114 - 	 Best:    0.11093 - 	 Mean:    0.11327 - 	 AQreal:    0.19708  	 
Exp: 1 - 	 Ger: 115 - 	 Best:    0.11093 - 	 Mean:    0.11310 - 	 AQreal:    0.16468  	 
Exp: 1 - 	 Ger: 116 - 	 Best:    0.11039 - 	 Mean:    0.11278 - 	 AQreal:    0.16468  	 
Exp: 1 - 	 Ger: 117 - 	 Best:    0.11039 - 	 Mean:    0.11257 - 	 AQreal:    0.16468  	 
Exp: 1 - 	 Ger: 118 - 	 Best:    0.11033 - 	 Mean:    0.11239 - 	 AQreal:    0.16468  	 
Exp: 1 - 	 Ger: 119 - 	 Best:    0.11003 - 	 Mean:    0.11221 - 	 AQreal:    0.16468  	 
