Exp: 1 - 	 Ger: 1 - 	 Best:    0.25564 - 	 Mean: 3080981.80787 - 	 AQreal:   50.78165  	 


In test_esn (line 43)
        compute_statematrix(inputSequence, [], esn, nForgetPoints, 'startingState', totalstate) ;

In calculaErroFinal (line 45)
    predictedValOutput = test_esn(valInputSequence, trainedEsn, 0,'startingState',finalState);

In parallel_function>make_general_channel/channel_general (line 914)
                    O = F(C{:});

In remoteParallelFunction (line 38)
        out = parallel.internal.pool.serialize(feval(channel, channelArgs{:}));

Operation terminated by user during compute_statematrix (line 135)


In train_esn (line 48)
        stateCollection = compute_statematrix(trainInput, trainOutput, trained_esn, nForgetPoints) ; 

In calculaErroFinal (line 39)
   train_esn(trainInputSequence, trainOutputSequence, esn, nForgetPoints) ; 

In parallel_function>make_general_channel/channel_general (line 914)
                    O = F(C{:});

In remoteParallelFunction (line 38)
        out = parallel.internal.pool.serialize(feval(channel, channelArgs{:}));

Operation terminated by user during leaky_esn (line 20)


In compute_statematrix (line 168)
    internalState = feval(esn.type, totalstate, esn, typeSpecificArg) ; 

In train_esn (line 48)
        stateCollection = compute_statematrix(trainInput, trainOutput, trained_esn, nForgetPoints) ; 

In calculaErroFinal (line 39)
   train_esn(trainInputSequence, trainOutputSequence, esn, nForgetPoints) ; 

In parallel_function>make_general_channel/channel_general (line 914)
                    O = F(C{:});

In remoteParallelFunction (line 38)
        out = parallel.internal.pool.serialize(feval(channel, channelArgs{:}));

Experimento_PRINCIPAL_AEIQ_geral
if system_dependent('IsDebugMode')==1, dbquit; end
Operation terminated by user during compute_statematrix (line 168)


In train_esn (line 48)
        stateCollection = compute_statematrix(trainInput, trainOutput, trained_esn, nForgetPoints) ; 

In calculaErroFinal (line 39)
   train_esn(trainInputSequence, trainOutputSequence, esn, nForgetPoints) ; 

In parallel_function>make_general_channel/channel_general (line 914)
                    O = F(C{:});

In remoteParallelFunction (line 38)
        out = parallel.internal.pool.serialize(feval(channel, channelArgs{:}));

Operation terminated by user during compute_statematrix (line 173)


In test_esn_modificada (line 32)
    stateCollection = compute_statematrix(inputSequence, [], esn, nForgetPoints) ;     

In calculaErroFinal (line 42)
   [predictedTrainOutput,finalState] = test_esn_modificada(trainInputSequence, trainedEsn, nForgetPoints);

In parallel_function>make_general_channel/channel_general (line 914)
                    O = F(C{:});

In remoteParallelFunction (line 38)
        out = parallel.internal.pool.serialize(feval(channel, channelArgs{:}));

Operation terminated by user during leaky_esn (line 20)


In compute_statematrix (line 168)
    internalState = feval(esn.type, totalstate, esn, typeSpecificArg) ; 

In test_esn (line 43)
        compute_statematrix(inputSequence, [], esn, nForgetPoints, 'startingState', totalstate) ;

In calculaErroFinal (line 45)
    predictedValOutput = test_esn(valInputSequence, trainedEsn, 0,'startingState',finalState);

In parallel_function>make_general_channel/channel_general (line 914)
                    O = F(C{:});

In remoteParallelFunction (line 38)
        out = parallel.internal.pool.serialize(feval(channel, channelArgs{:}));

Operation terminated by user during leaky_esn (line 20)


In compute_statematrix (line 168)
    internalState = feval(esn.type, totalstate, esn, typeSpecificArg) ; 

In test_esn (line 43)
        compute_statematrix(inputSequence, [], esn, nForgetPoints, 'startingState', totalstate) ;

In calculaErroFinal (line 45)
    predictedValOutput = test_esn(valInputSequence, trainedEsn, 0,'startingState',finalState);

In parallel_function>make_general_channel/channel_general (line 914)
                    O = F(C{:});

In remoteParallelFunction (line 38)
        out = parallel.internal.pool.serialize(feval(channel, channelArgs{:}));

Experimento_PRINCIPAL_AEIQ_geral
Exp: 1 - 	 Ger: 1 - 	 Best:    0.25809 - 	 Mean: 1049162.53380 - 	 AQreal:   59.11498  	 
Exp: 1 - 	 Ger: 2 - 	 Best:    0.24592 - 	 Mean:    9.52056 - 	 AQreal:   59.11498  	 
Exp: 1 - 	 Ger: 3 - 	 Best:    0.23531 - 	 Mean:    0.28716 - 	 AQreal:   59.11498  	 
Exp: 1 - 	 Ger: 4 - 	 Best:    0.22769 - 	 Mean:    0.26102 - 	 AQreal:   59.11498  	 
Exp: 1 - 	 Ger: 5 - 	 Best:    0.22769 - 	 Mean:    0.24768 - 	 AQreal:   54.03415  	 
Exp: 1 - 	 Ger: 6 - 	 Best:    0.21943 - 	 Mean:    0.23891 - 	 AQreal:   54.03415  	 
Exp: 1 - 	 Ger: 7 - 	 Best:    0.21943 - 	 Mean:    0.23225 - 	 AQreal:   54.03415  	 
Exp: 1 - 	 Ger: 8 - 	 Best:    0.21943 - 	 Mean:    0.22941 - 	 AQreal:   54.03415  	 
Exp: 1 - 	 Ger: 9 - 	 Best:    0.21904 - 	 Mean:    0.22674 - 	 AQreal:   54.03415  	 
Exp: 1 - 	 Ger: 10 - 	 Best:    0.21904 - 	 Mean:    0.22448 - 	 AQreal:   22.65438  	 
Exp: 1 - 	 Ger: 11 - 	 Best:    0.21877 - 	 Mean:    0.22238 - 	 AQreal:   22.65438  	 
Exp: 1 - 	 Ger: 12 - 	 Best:    0.21624 - 	 Mean:    0.22136 - 	 AQreal:   22.65438  	 
Exp: 1 - 	 Ger: 13 - 	 Best:    0.21423 - 	 Mean:    0.21946 - 	 AQreal:   22.65438  	 
if system_dependent('IsDebugMode')==1, dbquit; end
Operation terminated by user during leaky_esn (line 20)


In compute_statematrix (line 168)
    internalState = feval(esn.type, totalstate, esn, typeSpecificArg) ; 

In test_esn (line 43)
        compute_statematrix(inputSequence, [], esn, nForgetPoints, 'startingState', totalstate) ;

In calculaErroFinal (line 45)
    predictedValOutput = test_esn(valInputSequence, trainedEsn, 0,'startingState',finalState);

In parallel_function>make_general_channel/channel_general (line 914)
                    O = F(C{:});

In remoteParallelFunction (line 38)
        out = parallel.internal.pool.serialize(feval(channel, channelArgs{:}));

Operation terminated by user during leaky_esn (line 20)


In compute_statematrix (line 168)
    internalState = feval(esn.type, totalstate, esn, typeSpecificArg) ; 

In test_esn_modificada (line 32)
    stateCollection = compute_statematrix(inputSequence, [], esn, nForgetPoints) ;     

In calculaErroFinal (line 42)
   [predictedTrainOutput,finalState] = test_esn_modificada(trainInputSequence, trainedEsn, nForgetPoints);

In parallel_function>make_general_channel/channel_general (line 914)
                    O = F(C{:});

In remoteParallelFunction (line 38)
        out = parallel.internal.pool.serialize(feval(channel, channelArgs{:}));

Operation terminated by user during compute_statematrix (line 173)


In test_esn_modificada (line 32)
    stateCollection = compute_statematrix(inputSequence, [], esn, nForgetPoints) ;     

In calculaErroFinal (line 42)
   [predictedTrainOutput,finalState] = test_esn_modificada(trainInputSequence, trainedEsn, nForgetPoints);

In parallel_function>make_general_channel/channel_general (line 914)
                    O = F(C{:});

In remoteParallelFunction (line 38)
        out = parallel.internal.pool.serialize(feval(channel, channelArgs{:}));

Operation terminated by user during pinv (line 18)


In pseudoinverse (line 26)
outputWeights = (pinv(stateCollectMat)*teachCollectMat)' ; 

In train_esn (line 50)
        trained_esn.outputWeights = feval(trained_esn.methodWeightCompute, stateCollection, teacherCollection) ;

In calculaErroFinal (line 39)
   train_esn(trainInputSequence, trainOutputSequence, esn, nForgetPoints) ; 

In parallel_function>make_general_channel/channel_general (line 914)
                    O = F(C{:});

In remoteParallelFunction (line 38)
        out = parallel.internal.pool.serialize(feval(channel, channelArgs{:}));

Experimento_PRINCIPAL_AEIQ_geral
if system_dependent('IsDebugMode')==1, dbquit; end
Operation terminated by user during leaky_esn (line 20)


In compute_statematrix (line 168)
    internalState = feval(esn.type, totalstate, esn, typeSpecificArg) ; 

In train_esn (line 48)
        stateCollection = compute_statematrix(trainInput, trainOutput, trained_esn, nForgetPoints) ; 

In calculaErroFinal (line 39)
   train_esn(trainInputSequence, trainOutputSequence, esn, nForgetPoints) ; 

In parallel_function>make_general_channel/channel_general (line 914)
                    O = F(C{:});

In remoteParallelFunction (line 38)
        out = parallel.internal.pool.serialize(feval(channel, channelArgs{:}));

Operation terminated by user during compute_statematrix (line 149)


In train_esn (line 48)
        stateCollection = compute_statematrix(trainInput, trainOutput, trained_esn, nForgetPoints) ; 

In calculaErroFinal (line 39)
   train_esn(trainInputSequence, trainOutputSequence, esn, nForgetPoints) ; 

In parallel_function>make_general_channel/channel_general (line 914)
                    O = F(C{:});

In remoteParallelFunction (line 38)
        out = parallel.internal.pool.serialize(feval(channel, channelArgs{:}));

Operation terminated by user during leaky_esn (line 19)


In compute_statematrix (line 168)
    internalState = feval(esn.type, totalstate, esn, typeSpecificArg) ; 

In test_esn (line 43)
        compute_statematrix(inputSequence, [], esn, nForgetPoints, 'startingState', totalstate) ;

In calculaErroFinal (line 45)
    predictedValOutput = test_esn(valInputSequence, trainedEsn, 0,'startingState',finalState);

In parallel_function>make_general_channel/channel_general (line 914)
                    O = F(C{:});

In remoteParallelFunction (line 38)
        out = parallel.internal.pool.serialize(feval(channel, channelArgs{:}));

Operation terminated by user during pinv (line 18)


In pseudoinverse (line 26)
outputWeights = (pinv(stateCollectMat)*teachCollectMat)' ; 

In train_esn (line 50)
        trained_esn.outputWeights = feval(trained_esn.methodWeightCompute, stateCollection, teacherCollection) ;

In calculaErroFinal (line 39)
   train_esn(trainInputSequence, trainOutputSequence, esn, nForgetPoints) ; 

In parallel_function>make_general_channel/channel_general (line 914)
                    O = F(C{:});

In remoteParallelFunction (line 38)
        out = parallel.internal.pool.serialize(feval(channel, channelArgs{:}));

Experimento_PRINCIPAL_AEIQ_geral
Exp: 1 - 	 Ger: 1 - 	 Best:    0.21711 - 	 Mean: 256129.24879 - 	 AQreal:   54.94832  	 
Exp: 1 - 	 Ger: 2 - 	 Best:    0.21711 - 	 Mean:    1.13522 - 	 AQreal:   54.94832  	 
Exp: 1 - 	 Ger: 3 - 	 Best:    0.21711 - 	 Mean:    0.28342 - 	 AQreal:   54.94832  	 
Exp: 1 - 	 Ger: 4 - 	 Best:    0.21711 - 	 Mean:    0.24241 - 	 AQreal:   54.94832  	 
Exp: 1 - 	 Ger: 5 - 	 Best:    0.21711 - 	 Mean:    0.23177 - 	 AQreal:   30.03683  	 
Exp: 1 - 	 Ger: 6 - 	 Best:    0.21471 - 	 Mean:    0.22409 - 	 AQreal:   30.03683  	 
Exp: 1 - 	 Ger: 7 - 	 Best:    0.21445 - 	 Mean:    0.21789 - 	 AQreal:   30.03683  	 
Exp: 1 - 	 Ger: 8 - 	 Best:    0.21445 - 	 Mean:    0.21655 - 	 AQreal:   30.03683  	 
Exp: 1 - 	 Ger: 9 - 	 Best:    0.21413 - 	 Mean:    0.21589 - 	 AQreal:   30.03683  	 
Exp: 1 - 	 Ger: 10 - 	 Best:    0.21351 - 	 Mean:    0.21527 - 	 AQreal:   10.73480  	 
Exp: 1 - 	 Ger: 11 - 	 Best:    0.21344 - 	 Mean:    0.21452 - 	 AQreal:   10.73480  	 
Exp: 1 - 	 Ger: 12 - 	 Best:    0.21331 - 	 Mean:    0.21412 - 	 AQreal:   10.73480  	 
Exp: 1 - 	 Ger: 13 - 	 Best:    0.21328 - 	 Mean:    0.21392 - 	 AQreal:   10.73480  	 
Exp: 1 - 	 Ger: 14 - 	 Best:    0.21320 - 	 Mean:    0.21371 - 	 AQreal:   10.73480  	 
Exp: 1 - 	 Ger: 15 - 	 Best:    0.21231 - 	 Mean:    0.21358 - 	 AQreal:   14.41249  	 
Exp: 1 - 	 Ger: 16 - 	 Best:    0.21231 - 	 Mean:    0.21337 - 	 AQreal:   14.41249  	 
Exp: 1 - 	 Ger: 17 - 	 Best:    0.21231 - 	 Mean:    0.21321 - 	 AQreal:   14.41249  	 
Exp: 1 - 	 Ger: 18 - 	 Best:    0.21225 - 	 Mean:    0.21308 - 	 AQreal:   14.41249  	 
Exp: 1 - 	 Ger: 19 - 	 Best:    0.21225 - 	 Mean:    0.21305 - 	 AQreal:   14.41249  	 
Exp: 1 - 	 Ger: 20 - 	 Best:    0.21225 - 	 Mean:    0.21299 - 	 AQreal:   15.99474  	 
Exp: 1 - 	 Ger: 21 - 	 Best:    0.21225 - 	 Mean:    0.21291 - 	 AQreal:   15.99474  	 
Exp: 1 - 	 Ger: 22 - 	 Best:    0.21225 - 	 Mean:    0.21287 - 	 AQreal:   15.99474  	 
Exp: 1 - 	 Ger: 23 - 	 Best:    0.21192 - 	 Mean:    0.21279 - 	 AQreal:   15.99474  	 
Exp: 1 - 	 Ger: 24 - 	 Best:    0.21192 - 	 Mean:    0.21264 - 	 AQreal:   15.99474  	 
Exp: 1 - 	 Ger: 25 - 	 Best:    0.21192 - 	 Mean:    0.21260 - 	 AQreal:   12.22799  	 
Exp: 1 - 	 Ger: 26 - 	 Best:    0.21192 - 	 Mean:    0.21253 - 	 AQreal:   12.22799  	 
Exp: 1 - 	 Ger: 27 - 	 Best:    0.21192 - 	 Mean:    0.21249 - 	 AQreal:   12.22799  	 
Exp: 1 - 	 Ger: 28 - 	 Best:    0.21192 - 	 Mean:    0.21243 - 	 AQreal:   12.22799  	 
Exp: 1 - 	 Ger: 29 - 	 Best:    0.21181 - 	 Mean:    0.21232 - 	 AQreal:   12.22799  	 
Exp: 1 - 	 Ger: 30 - 	 Best:    0.21181 - 	 Mean:    0.21226 - 	 AQreal:   10.11025  	 
Exp: 2 - 	 Ger: 1 - 	 Best:    0.22214 - 	 Mean: 1945299.85484 - 	 AQreal:   54.94832  	 
Exp: 2 - 	 Ger: 2 - 	 Best:    0.22144 - 	 Mean:    5.77469 - 	 AQreal:   54.94832  	 
Exp: 2 - 	 Ger: 3 - 	 Best:    0.22144 - 	 Mean:    0.32748 - 	 AQreal:   54.94832  	 
Exp: 2 - 	 Ger: 4 - 	 Best:    0.22040 - 	 Mean:    0.27140 - 	 AQreal:   54.94832  	 
Exp: 2 - 	 Ger: 5 - 	 Best:    0.22040 - 	 Mean:    0.24008 - 	 AQreal:   51.68796  	 
Exp: 2 - 	 Ger: 6 - 	 Best:    0.21924 - 	 Mean:    0.22707 - 	 AQreal:   51.68796  	 
Exp: 2 - 	 Ger: 7 - 	 Best:    0.21924 - 	 Mean:    0.22436 - 	 AQreal:   51.68796  	 
Exp: 2 - 	 Ger: 8 - 	 Best:    0.21598 - 	 Mean:    0.22236 - 	 AQreal:   51.68796  	 
Exp: 2 - 	 Ger: 9 - 	 Best:    0.21598 - 	 Mean:    0.22140 - 	 AQreal:   51.68796  	 
Exp: 2 - 	 Ger: 10 - 	 Best:    0.21598 - 	 Mean:    0.22047 - 	 AQreal:   51.80220  	 
Exp: 2 - 	 Ger: 11 - 	 Best:    0.21598 - 	 Mean:    0.21921 - 	 AQreal:   51.80220  	 
Exp: 2 - 	 Ger: 12 - 	 Best:    0.21593 - 	 Mean:    0.21788 - 	 AQreal:   51.80220  	 
Exp: 2 - 	 Ger: 13 - 	 Best:    0.21593 - 	 Mean:    0.21702 - 	 AQreal:   51.80220  	 
Exp: 2 - 	 Ger: 14 - 	 Best:    0.21422 - 	 Mean:    0.21658 - 	 AQreal:   51.80220  	 
Exp: 2 - 	 Ger: 15 - 	 Best:    0.21422 - 	 Mean:    0.21610 - 	 AQreal:   47.60354  	 
Exp: 2 - 	 Ger: 16 - 	 Best:    0.21376 - 	 Mean:    0.21576 - 	 AQreal:   47.60354  	 
Exp: 2 - 	 Ger: 17 - 	 Best:    0.21376 - 	 Mean:    0.21542 - 	 AQreal:   47.60354  	 
Exp: 2 - 	 Ger: 18 - 	 Best:    0.21376 - 	 Mean:    0.21518 - 	 AQreal:   47.60354  	 
Exp: 2 - 	 Ger: 19 - 	 Best:    0.21376 - 	 Mean:    0.21482 - 	 AQreal:   47.60354  	 
Exp: 2 - 	 Ger: 20 - 	 Best:    0.21376 - 	 Mean:    0.21454 - 	 AQreal:   38.11937  	 
Exp: 2 - 	 Ger: 21 - 	 Best:    0.21376 - 	 Mean:    0.21438 - 	 AQreal:   38.11937  	 
Exp: 2 - 	 Ger: 22 - 	 Best:    0.21354 - 	 Mean:    0.21425 - 	 AQreal:   38.11937  	 
Exp: 2 - 	 Ger: 23 - 	 Best:    0.21354 - 	 Mean:    0.21423 - 	 AQreal:   38.11937  	 
Exp: 2 - 	 Ger: 24 - 	 Best:    0.21354 - 	 Mean:    0.21422 - 	 AQreal:   38.11937  	 
Exp: 2 - 	 Ger: 25 - 	 Best:    0.21354 - 	 Mean:    0.21419 - 	 AQreal:   36.97988  	 
Exp: 2 - 	 Ger: 26 - 	 Best:    0.21354 - 	 Mean:    0.21415 - 	 AQreal:   36.97988  	 
Exp: 2 - 	 Ger: 27 - 	 Best:    0.21354 - 	 Mean:    0.21405 - 	 AQreal:   36.97988  	 
Exp: 2 - 	 Ger: 28 - 	 Best:    0.21307 - 	 Mean:    0.21395 - 	 AQreal:   36.97988  	 
Exp: 2 - 	 Ger: 29 - 	 Best:    0.21269 - 	 Mean:    0.21384 - 	 AQreal:   36.97988  	 
Exp: 2 - 	 Ger: 30 - 	 Best:    0.21269 - 	 Mean:    0.21378 - 	 AQreal:   30.42327  	 
Exp: 3 - 	 Ger: 1 - 	 Best:    0.22942 - 	 Mean: 126516.96876 - 	 AQreal:   54.94832  	 
Exp: 3 - 	 Ger: 2 - 	 Best:    0.22244 - 	 Mean:    0.72322 - 	 AQreal:   54.94832  	 
Exp: 3 - 	 Ger: 3 - 	 Best:    0.22114 - 	 Mean:    0.25285 - 	 AQreal:   54.94832  	 
Exp: 3 - 	 Ger: 4 - 	 Best:    0.21739 - 	 Mean:    0.23477 - 	 AQreal:   54.94832  	 
Exp: 3 - 	 Ger: 5 - 	 Best:    0.21641 - 	 Mean:    0.22820 - 	 AQreal:   52.86284  	 
Exp: 3 - 	 Ger: 6 - 	 Best:    0.21641 - 	 Mean:    0.22423 - 	 AQreal:   52.86284  	 
Exp: 3 - 	 Ger: 7 - 	 Best:    0.21540 - 	 Mean:    0.22089 - 	 AQreal:   52.86284  	 
Exp: 3 - 	 Ger: 8 - 	 Best:    0.21540 - 	 Mean:    0.22020 - 	 AQreal:   52.86284  	 
Exp: 3 - 	 Ger: 9 - 	 Best:    0.21540 - 	 Mean:    0.21978 - 	 AQreal:   52.86284  	 
Exp: 3 - 	 Ger: 10 - 	 Best:    0.21522 - 	 Mean:    0.21862 - 	 AQreal:   50.03941  	 
Exp: 3 - 	 Ger: 11 - 	 Best:    0.21514 - 	 Mean:    0.21759 - 	 AQreal:   50.03941  	 
Exp: 3 - 	 Ger: 12 - 	 Best:    0.21514 - 	 Mean:    0.21674 - 	 AQreal:   50.03941  	 
Exp: 3 - 	 Ger: 13 - 	 Best:    0.21514 - 	 Mean:    0.21636 - 	 AQreal:   50.03941  	 
Exp: 3 - 	 Ger: 14 - 	 Best:    0.21139 - 	 Mean:    0.21565 - 	 AQreal:   50.03941  	 
Exp: 3 - 	 Ger: 15 - 	 Best:    0.21139 - 	 Mean:    0.21519 - 	 AQreal:   24.18727  	 
Exp: 3 - 	 Ger: 16 - 	 Best:    0.21139 - 	 Mean:    0.21481 - 	 AQreal:   24.18727  	 
Exp: 3 - 	 Ger: 17 - 	 Best:    0.21139 - 	 Mean:    0.21420 - 	 AQreal:   24.18727  	 
Exp: 3 - 	 Ger: 18 - 	 Best:    0.21139 - 	 Mean:    0.21379 - 	 AQreal:   24.18727  	 
Exp: 3 - 	 Ger: 19 - 	 Best:    0.21133 - 	 Mean:    0.21304 - 	 AQreal:   24.18727  	 
Exp: 3 - 	 Ger: 20 - 	 Best:    0.21133 - 	 Mean:    0.21272 - 	 AQreal:   21.94311  	 
Exp: 3 - 	 Ger: 21 - 	 Best:    0.21133 - 	 Mean:    0.21249 - 	 AQreal:   21.94311  	 
Exp: 3 - 	 Ger: 22 - 	 Best:    0.21133 - 	 Mean:    0.21234 - 	 AQreal:   21.94311  	 
Exp: 3 - 	 Ger: 23 - 	 Best:    0.21133 - 	 Mean:    0.21218 - 	 AQreal:   21.94311  	 
Exp: 3 - 	 Ger: 24 - 	 Best:    0.21133 - 	 Mean:    0.21202 - 	 AQreal:   21.94311  	 
Exp: 3 - 	 Ger: 25 - 	 Best:    0.21133 - 	 Mean:    0.21194 - 	 AQreal:   24.97032  	 
Exp: 3 - 	 Ger: 26 - 	 Best:    0.21133 - 	 Mean:    0.21189 - 	 AQreal:   24.97032  	 
Exp: 3 - 	 Ger: 27 - 	 Best:    0.21125 - 	 Mean:    0.21180 - 	 AQreal:   24.97032  	 
Exp: 3 - 	 Ger: 28 - 	 Best:    0.21125 - 	 Mean:    0.21176 - 	 AQreal:   24.97032  	 
Exp: 3 - 	 Ger: 29 - 	 Best:    0.21125 - 	 Mean:    0.21164 - 	 AQreal:   24.97032  	 
Exp: 3 - 	 Ger: 30 - 	 Best:    0.21060 - 	 Mean:    0.21156 - 	 AQreal:   29.26037  	 
Exp: 4 - 	 Ger: 1 - 	 Best:    0.21572 - 	 Mean: 24903832.12997 - 	 AQreal:   54.94832  	 
Exp: 4 - 	 Ger: 2 - 	 Best:    0.21514 - 	 Mean:   15.01090 - 	 AQreal:   54.94832  	 
Exp: 4 - 	 Ger: 3 - 	 Best:    0.21514 - 	 Mean:    0.30264 - 	 AQreal:   54.94832  	 
Exp: 4 - 	 Ger: 4 - 	 Best:    0.21514 - 	 Mean:    0.23153 - 	 AQreal:   54.94832  	 
Exp: 4 - 	 Ger: 5 - 	 Best:    0.21514 - 	 Mean:    0.21881 - 	 AQreal:   46.22805  	 
Exp: 4 - 	 Ger: 6 - 	 Best:    0.21450 - 	 Mean:    0.21767 - 	 AQreal:   46.22805  	 
Exp: 4 - 	 Ger: 7 - 	 Best:    0.21310 - 	 Mean:    0.21639 - 	 AQreal:   46.22805  	 
Exp: 4 - 	 Ger: 8 - 	 Best:    0.21133 - 	 Mean:    0.21518 - 	 AQreal:   46.22805  	 
Exp: 4 - 	 Ger: 9 - 	 Best:    0.21133 - 	 Mean:    0.21481 - 	 AQreal:   46.22805  	 
Exp: 4 - 	 Ger: 10 - 	 Best:    0.21133 - 	 Mean:    0.21440 - 	 AQreal:   45.64784  	 
Exp: 4 - 	 Ger: 11 - 	 Best:    0.21133 - 	 Mean:    0.21408 - 	 AQreal:   45.64784  	 
Exp: 4 - 	 Ger: 12 - 	 Best:    0.21133 - 	 Mean:    0.21364 - 	 AQreal:   45.64784  	 
Exp: 4 - 	 Ger: 13 - 	 Best:    0.21056 - 	 Mean:    0.21315 - 	 AQreal:   45.64784  	 
Exp: 4 - 	 Ger: 14 - 	 Best:    0.21043 - 	 Mean:    0.21272 - 	 AQreal:   45.64784  	 
Exp: 4 - 	 Ger: 15 - 	 Best:    0.21043 - 	 Mean:    0.21232 - 	 AQreal:   38.44663  	 
Exp: 4 - 	 Ger: 16 - 	 Best:    0.21043 - 	 Mean:    0.21210 - 	 AQreal:   38.44663  	 
Exp: 4 - 	 Ger: 17 - 	 Best:    0.21043 - 	 Mean:    0.21181 - 	 AQreal:   38.44663  	 
Exp: 4 - 	 Ger: 18 - 	 Best:    0.21043 - 	 Mean:    0.21151 - 	 AQreal:   38.44663  	 
Exp: 4 - 	 Ger: 19 - 	 Best:    0.21027 - 	 Mean:    0.21121 - 	 AQreal:   38.44663  	 
Exp: 4 - 	 Ger: 20 - 	 Best:    0.21027 - 	 Mean:    0.21103 - 	 AQreal:   12.33242  	 
Exp: 4 - 	 Ger: 21 - 	 Best:    0.21027 - 	 Mean:    0.21080 - 	 AQreal:   12.33242  	 
Exp: 4 - 	 Ger: 22 - 	 Best:    0.20999 - 	 Mean:    0.21066 - 	 AQreal:   12.33242  	 
Exp: 4 - 	 Ger: 23 - 	 Best:    0.20994 - 	 Mean:    0.21047 - 	 AQreal:   12.33242  	 
Exp: 4 - 	 Ger: 24 - 	 Best:    0.20994 - 	 Mean:    0.21037 - 	 AQreal:   12.33242  	 
Exp: 4 - 	 Ger: 25 - 	 Best:    0.20992 - 	 Mean:    0.21029 - 	 AQreal:    5.70417  	 
Exp: 4 - 	 Ger: 26 - 	 Best:    0.20955 - 	 Mean:    0.21023 - 	 AQreal:    5.70417  	 
Exp: 4 - 	 Ger: 27 - 	 Best:    0.20955 - 	 Mean:    0.21013 - 	 AQreal:    5.70417  	 
Exp: 4 - 	 Ger: 28 - 	 Best:    0.20955 - 	 Mean:    0.21003 - 	 AQreal:    5.70417  	 
Exp: 4 - 	 Ger: 29 - 	 Best:    0.20935 - 	 Mean:    0.20988 - 	 AQreal:    5.70417  	 
Exp: 4 - 	 Ger: 30 - 	 Best:    0.20935 - 	 Mean:    0.20987 - 	 AQreal:    3.77097  	 
Exp: 5 - 	 Ger: 1 - 	 Best:    0.22439 - 	 Mean: 463436.75345 - 	 AQreal:   54.94832  	 
Exp: 5 - 	 Ger: 2 - 	 Best:    0.22439 - 	 Mean:   10.62579 - 	 AQreal:   54.94832  	 
Exp: 5 - 	 Ger: 3 - 	 Best:    0.22439 - 	 Mean:    0.32518 - 	 AQreal:   54.94832  	 
Exp: 5 - 	 Ger: 4 - 	 Best:    0.22439 - 	 Mean:    0.27914 - 	 AQreal:   54.94832  	 
Exp: 5 - 	 Ger: 5 - 	 Best:    0.22439 - 	 Mean:    0.24551 - 	 AQreal:   44.99674  	 
Exp: 5 - 	 Ger: 6 - 	 Best:    0.22439 - 	 Mean:    0.23020 - 	 AQreal:   44.99674  	 
Exp: 5 - 	 Ger: 7 - 	 Best:    0.22439 - 	 Mean:    0.22761 - 	 AQreal:   44.99674  	 
Exp: 5 - 	 Ger: 8 - 	 Best:    0.22311 - 	 Mean:    0.22663 - 	 AQreal:   44.99674  	 
Exp: 5 - 	 Ger: 9 - 	 Best:    0.22277 - 	 Mean:    0.22609 - 	 AQreal:   44.99674  	 
Exp: 5 - 	 Ger: 10 - 	 Best:    0.22197 - 	 Mean:    0.22554 - 	 AQreal:   44.86183  	 
Exp: 5 - 	 Ger: 11 - 	 Best:    0.22197 - 	 Mean:    0.22495 - 	 AQreal:   44.86183  	 
Exp: 5 - 	 Ger: 12 - 	 Best:    0.22010 - 	 Mean:    0.22411 - 	 AQreal:   44.86183  	 
Exp: 5 - 	 Ger: 13 - 	 Best:    0.22010 - 	 Mean:    0.22360 - 	 AQreal:   44.86183  	 
Exp: 5 - 	 Ger: 14 - 	 Best:    0.22010 - 	 Mean:    0.22300 - 	 AQreal:   44.86183  	 
Exp: 5 - 	 Ger: 15 - 	 Best:    0.22010 - 	 Mean:    0.22245 - 	 AQreal:   28.23327  	 
Exp: 5 - 	 Ger: 16 - 	 Best:    0.21753 - 	 Mean:    0.22124 - 	 AQreal:   28.23327  	 
Exp: 5 - 	 Ger: 17 - 	 Best:    0.21753 - 	 Mean:    0.22085 - 	 AQreal:   28.23327  	 
Exp: 5 - 	 Ger: 18 - 	 Best:    0.21753 - 	 Mean:    0.22040 - 	 AQreal:   28.23327  	 
Exp: 5 - 	 Ger: 19 - 	 Best:    0.21753 - 	 Mean:    0.21937 - 	 AQreal:   28.23327  	 
Exp: 5 - 	 Ger: 20 - 	 Best:    0.21616 - 	 Mean:    0.21863 - 	 AQreal:   25.65521  	 
Exp: 5 - 	 Ger: 21 - 	 Best:    0.21610 - 	 Mean:    0.21770 - 	 AQreal:   25.65521  	 
Exp: 5 - 	 Ger: 22 - 	 Best:    0.21610 - 	 Mean:    0.21750 - 	 AQreal:   25.65521  	 
Exp: 5 - 	 Ger: 23 - 	 Best:    0.21610 - 	 Mean:    0.21737 - 	 AQreal:   25.65521  	 
Exp: 5 - 	 Ger: 24 - 	 Best:    0.21610 - 	 Mean:    0.21722 - 	 AQreal:   25.65521  	 
Exp: 5 - 	 Ger: 25 - 	 Best:    0.21610 - 	 Mean:    0.21709 - 	 AQreal:   19.10181  	 
