{Undefined function or variable 'numGenesQbit'.

Error in <a href="matlab:matlab.internal.language.introspective.errorDocCallback('aeiq_br_real', 'D:\Problemas\Steam Generator\Testes Finais\AEIQ\aeiq_br_real.m', 190)" style="font-weight:bold">aeiq_br_real</a> (<a href="matlab: opentoline('D:\Problemas\Steam Generator\Testes Finais\AEIQ\aeiq_br_real.m',190,0)">line 190</a>)
        contadorQbit=zeros(numClassic,numGenesQbit);

Error in <a href="matlab:matlab.internal.language.introspective.errorDocCallback('Experimento_PRINCIPAL_AEIQ_geral', 'D:\Problemas\Steam Generator\Testes Finais\AEIQ\Experimento_PRINCIPAL_AEIQ_geral.m', 75)" style="font-weight:bold">Experimento_PRINCIPAL_AEIQ_geral</a> (<a href="matlab: opentoline('D:\Problemas\Steam Generator\Testes Finais\AEIQ\Experimento_PRINCIPAL_AEIQ_geral.m',75,0)">line 75</a>)
[sol{exp}, classic,  evobestFitness{exp}, trace] = aeiq_br_real(num_var, numPulses, numClassic, ...
} 
opentoline('D:\Problemas\Steam Generator\Testes Finais\AEIQ\Experimento_PRINCIPAL_AEIQ_geral.m',75,0)
opentoline('D:\Problemas\Steam Generator\Testes Finais\AEIQ\aeiq_br_real.m',190,0)
Experimento_PRINCIPAL_AEIQ_geral
Exp: 1 - 	 Ger: 1 - 	 Best:    2.19153 - 	 Mean: 1736.25358 - 	 AQreal:   75.78165  	 
Exp: 5 - 	 Ger: 88 - 	 Best:    1.69653 - 	 Mean:    1.74342 - 	 AQreal:    7.51602  	 
Exp: 5 - 	 Ger: 89 - 	 Best:    1.69653 - 	 Mean:    1.74271 - 	 AQreal:    7.51602  	 
Exp: 5 - 	 Ger: 90 - 	 Best:    1.69653 - 	 Mean:    1.74193 - 	 AQreal:    7.57297  	 
Exp: 5 - 	 Ger: 91 - 	 Best:    1.69653 - 	 Mean:    1.74112 - 	 AQreal:    7.57297  	 
Exp: 5 - 	 Ger: 92 - 	 Best:    1.69653 - 	 Mean:    1.74092 - 	 AQreal:    7.57297  	 
Exp: 5 - 	 Ger: 93 - 	 Best:    1.69653 - 	 Mean:    1.73938 - 	 AQreal:    7.57297  	 
Exp: 5 - 	 Ger: 94 - 	 Best:    1.69653 - 	 Mean:    1.73938 - 	 AQreal:    7.57297  	 
Exp: 5 - 	 Ger: 95 - 	 Best:    1.69653 - 	 Mean:    1.73938 - 	 AQreal:    7.59415  	 
Exp: 5 - 	 Ger: 96 - 	 Best:    1.69653 - 	 Mean:    1.73898 - 	 AQreal:    7.59415  	 
Exp: 5 - 	 Ger: 97 - 	 Best:    1.69653 - 	 Mean:    1.73793 - 	 AQreal:    7.59415  	 
Exp: 5 - 	 Ger: 98 - 	 Best:    1.69653 - 	 Mean:    1.73793 - 	 AQreal:    7.59415  	 
Exp: 5 - 	 Ger: 99 - 	 Best:    1.69653 - 	 Mean:    1.73793 - 	 AQreal:    7.59415  	 
Exp: 5 - 	 Ger: 100 - 	 Best:    1.69653 - 	 Mean:    1.73601 - 	 AQreal:    7.01248  	 
Exp: 6 - 	 Ger: 1 - 	 Best:    2.11417 - 	 Mean:  449.62019 - 	 AQreal:   75.78165  	 
Exp: 6 - 	 Ger: 2 - 	 Best:    2.11417 - 	 Mean:    5.88569 - 	 AQreal:   75.78165  	 
Exp: 6 - 	 Ger: 3 - 	 Best:    1.90275 - 	 Mean:    3.93107 - 	 AQreal:   75.78165  	 
Exp: 6 - 	 Ger: 4 - 	 Best:    1.90275 - 	 Mean:    3.13086 - 	 AQreal:   75.78165  	 
Exp: 6 - 	 Ger: 5 - 	 Best:    1.90275 - 	 Mean:    2.96010 - 	 AQreal:   74.38715  	 
Exp: 6 - 	 Ger: 6 - 	 Best:    1.90275 - 	 Mean:    2.72781 - 	 AQreal:   74.38715  	 
Exp: 6 - 	 Ger: 7 - 	 Best:    1.90275 - 	 Mean:    2.56962 - 	 AQreal:   74.38715  	 
Exp: 6 - 	 Ger: 8 - 	 Best:    1.90275 - 	 Mean:    2.43189 - 	 AQreal:   74.38715  	 
Exp: 6 - 	 Ger: 9 - 	 Best:    1.90275 - 	 Mean:    2.35127 - 	 AQreal:   74.38715  	 
Exp: 6 - 	 Ger: 10 - 	 Best:    1.90275 - 	 Mean:    2.30722 - 	 AQreal:   48.77816  	 
Exp: 6 - 	 Ger: 11 - 	 Best:    1.90275 - 	 Mean:    2.18662 - 	 AQreal:   48.77816  	 
Exp: 6 - 	 Ger: 12 - 	 Best:    1.90275 - 	 Mean:    2.11517 - 	 AQreal:   48.77816  	 
Exp: 6 - 	 Ger: 13 - 	 Best:    1.88202 - 	 Mean:    2.06488 - 	 AQreal:   48.77816  	 
Exp: 6 - 	 Ger: 14 - 	 Best:    1.79658 - 	 Mean:    2.01326 - 	 AQreal:   48.77816  	 
Exp: 6 - 	 Ger: 15 - 	 Best:    1.79658 - 	 Mean:    1.98136 - 	 AQreal:   33.56805  	 
Exp: 6 - 	 Ger: 16 - 	 Best:    1.79658 - 	 Mean:    1.95470 - 	 AQreal:   33.56805  	 
Exp: 6 - 	 Ger: 17 - 	 Best:    1.79658 - 	 Mean:    1.93037 - 	 AQreal:   33.56805  	 
Exp: 6 - 	 Ger: 18 - 	 Best:    1.79658 - 	 Mean:    1.91039 - 	 AQreal:   33.56805  	 
Exp: 6 - 	 Ger: 19 - 	 Best:    1.76496 - 	 Mean:    1.89761 - 	 AQreal:   33.56805  	 
Exp: 6 - 	 Ger: 20 - 	 Best:    1.73139 - 	 Mean:    1.87897 - 	 AQreal:   46.31059  	 
Exp: 6 - 	 Ger: 21 - 	 Best:    1.73139 - 	 Mean:    1.86609 - 	 AQreal:   46.31059  	 
Exp: 6 - 	 Ger: 22 - 	 Best:    1.73139 - 	 Mean:    1.86084 - 	 AQreal:   46.31059  	 
Exp: 6 - 	 Ger: 23 - 	 Best:    1.73139 - 	 Mean:    1.84519 - 	 AQreal:   46.31059  	 
Exp: 6 - 	 Ger: 24 - 	 Best:    1.73139 - 	 Mean:    1.83332 - 	 AQreal:   46.31059  	 
Exp: 6 - 	 Ger: 25 - 	 Best:    1.73139 - 	 Mean:    1.83232 - 	 AQreal:   45.36779  	 
Exp: 6 - 	 Ger: 26 - 	 Best:    1.73139 - 	 Mean:    1.82802 - 	 AQreal:   45.36779  	 
Exp: 6 - 	 Ger: 27 - 	 Best:    1.73139 - 	 Mean:    1.82332 - 	 AQreal:   45.36779  	 
Exp: 6 - 	 Ger: 28 - 	 Best:    1.73139 - 	 Mean:    1.81987 - 	 AQreal:   45.36779  	 
Exp: 6 - 	 Ger: 29 - 	 Best:    1.73139 - 	 Mean:    1.81179 - 	 AQreal:   45.36779  	 
Exp: 6 - 	 Ger: 30 - 	 Best:    1.73139 - 	 Mean:    1.80485 - 	 AQreal:   47.55628  	 
Exp: 6 - 	 Ger: 31 - 	 Best:    1.73139 - 	 Mean:    1.80292 - 	 AQreal:   47.55628  	 
Exp: 6 - 	 Ger: 32 - 	 Best:    1.73139 - 	 Mean:    1.80043 - 	 AQreal:   47.55628  	 
Exp: 6 - 	 Ger: 33 - 	 Best:    1.73139 - 	 Mean:    1.79473 - 	 AQreal:   47.55628  	 
Exp: 6 - 	 Ger: 34 - 	 Best:    1.73139 - 	 Mean:    1.79436 - 	 AQreal:   47.55628  	 
Exp: 6 - 	 Ger: 35 - 	 Best:    1.73139 - 	 Mean:    1.79429 - 	 AQreal:   24.91052  	 
Exp: 6 - 	 Ger: 36 - 	 Best:    1.73139 - 	 Mean:    1.78864 - 	 AQreal:   24.91052  	 
Exp: 6 - 	 Ger: 37 - 	 Best:    1.73139 - 	 Mean:    1.78458 - 	 AQreal:   24.91052  	 
Exp: 6 - 	 Ger: 38 - 	 Best:    1.73139 - 	 Mean:    1.78458 - 	 AQreal:   24.91052  	 
Exp: 6 - 	 Ger: 39 - 	 Best:    1.73139 - 	 Mean:    1.78350 - 	 AQreal:   24.91052  	 
Exp: 6 - 	 Ger: 40 - 	 Best:    1.73139 - 	 Mean:    1.78182 - 	 AQreal:   26.87267  	 
Exp: 6 - 	 Ger: 41 - 	 Best:    1.73139 - 	 Mean:    1.78182 - 	 AQreal:   26.87267  	 
Exp: 6 - 	 Ger: 42 - 	 Best:    1.73139 - 	 Mean:    1.78063 - 	 AQreal:   26.87267  	 
Exp: 6 - 	 Ger: 43 - 	 Best:    1.72837 - 	 Mean:    1.77785 - 	 AQreal:   26.87267  	 
Exp: 6 - 	 Ger: 44 - 	 Best:    1.72837 - 	 Mean:    1.77785 - 	 AQreal:   26.87267  	 
Exp: 6 - 	 Ger: 45 - 	 Best:    1.72837 - 	 Mean:    1.77474 - 	 AQreal:   38.52235  	 
Exp: 6 - 	 Ger: 46 - 	 Best:    1.69222 - 	 Mean:    1.77107 - 	 AQreal:   38.52235  	 
Exp: 6 - 	 Ger: 47 - 	 Best:    1.69222 - 	 Mean:    1.76967 - 	 AQreal:   38.52235  	 
Exp: 6 - 	 Ger: 48 - 	 Best:    1.69222 - 	 Mean:    1.76701 - 	 AQreal:   38.52235  	 
Exp: 6 - 	 Ger: 49 - 	 Best:    1.69222 - 	 Mean:    1.76518 - 	 AQreal:   38.52235  	 
Exp: 6 - 	 Ger: 50 - 	 Best:    1.69222 - 	 Mean:    1.76518 - 	 AQreal:   35.86806  	 
Exp: 6 - 	 Ger: 51 - 	 Best:    1.69222 - 	 Mean:    1.76375 - 	 AQreal:   35.86806  	 
Exp: 6 - 	 Ger: 52 - 	 Best:    1.69222 - 	 Mean:    1.76129 - 	 AQreal:   35.86806  	 
Exp: 6 - 	 Ger: 53 - 	 Best:    1.69222 - 	 Mean:    1.76129 - 	 AQreal:   35.86806  	 
Exp: 6 - 	 Ger: 54 - 	 Best:    1.69222 - 	 Mean:    1.76087 - 	 AQreal:   35.86806  	 
Exp: 6 - 	 Ger: 55 - 	 Best:    1.69222 - 	 Mean:    1.75691 - 	 AQreal:   23.70352  	 
Exp: 6 - 	 Ger: 56 - 	 Best:    1.69222 - 	 Mean:    1.75385 - 	 AQreal:   23.70352  	 
Exp: 6 - 	 Ger: 57 - 	 Best:    1.69222 - 	 Mean:    1.75187 - 	 AQreal:   23.70352  	 
Exp: 6 - 	 Ger: 58 - 	 Best:    1.69222 - 	 Mean:    1.74886 - 	 AQreal:   23.70352  	 
Exp: 6 - 	 Ger: 59 - 	 Best:    1.69222 - 	 Mean:    1.74886 - 	 AQreal:   23.70352  	 
Exp: 6 - 	 Ger: 60 - 	 Best:    1.69222 - 	 Mean:    1.74861 - 	 AQreal:   19.84620  	 
Exp: 6 - 	 Ger: 61 - 	 Best:    1.69222 - 	 Mean:    1.74861 - 	 AQreal:   19.84620  	 
Exp: 6 - 	 Ger: 62 - 	 Best:    1.69222 - 	 Mean:    1.74599 - 	 AQreal:   19.84620  	 
Exp: 6 - 	 Ger: 63 - 	 Best:    1.69222 - 	 Mean:    1.74340 - 	 AQreal:   19.84620  	 
Exp: 6 - 	 Ger: 64 - 	 Best:    1.69222 - 	 Mean:    1.74340 - 	 AQreal:   19.84620  	 
Exp: 6 - 	 Ger: 65 - 	 Best:    1.69222 - 	 Mean:    1.74340 - 	 AQreal:   19.81335  	 
Exp: 6 - 	 Ger: 66 - 	 Best:    1.69222 - 	 Mean:    1.74159 - 	 AQreal:   19.81335  	 
Exp: 6 - 	 Ger: 67 - 	 Best:    1.69222 - 	 Mean:    1.73954 - 	 AQreal:   19.81335  	 
Exp: 6 - 	 Ger: 68 - 	 Best:    1.69222 - 	 Mean:    1.73954 - 	 AQreal:   19.81335  	 
Exp: 6 - 	 Ger: 69 - 	 Best:    1.69222 - 	 Mean:    1.73949 - 	 AQreal:   19.81335  	 
Exp: 6 - 	 Ger: 70 - 	 Best:    1.69222 - 	 Mean:    1.73949 - 	 AQreal:   19.48360  	 
Exp: 6 - 	 Ger: 71 - 	 Best:    1.69222 - 	 Mean:    1.73926 - 	 AQreal:   19.48360  	 
Exp: 6 - 	 Ger: 72 - 	 Best:    1.69222 - 	 Mean:    1.73926 - 	 AQreal:   19.48360  	 
Exp: 6 - 	 Ger: 73 - 	 Best:    1.69222 - 	 Mean:    1.73559 - 	 AQreal:   19.48360  	 
Exp: 6 - 	 Ger: 74 - 	 Best:    1.69222 - 	 Mean:    1.73291 - 	 AQreal:   19.48360  	 
Exp: 6 - 	 Ger: 75 - 	 Best:    1.69222 - 	 Mean:    1.73291 - 	 AQreal:   19.16926  	 
Exp: 6 - 	 Ger: 76 - 	 Best:    1.69222 - 	 Mean:    1.73291 - 	 AQreal:   19.16926  	 
Exp: 6 - 	 Ger: 77 - 	 Best:    1.69222 - 	 Mean:    1.73177 - 	 AQreal:   19.16926  	 
Exp: 6 - 	 Ger: 78 - 	 Best:    1.69222 - 	 Mean:    1.73146 - 	 AQreal:   19.16926  	 
Exp: 6 - 	 Ger: 79 - 	 Best:    1.69222 - 	 Mean:    1.73146 - 	 AQreal:   19.16926  	 
Exp: 6 - 	 Ger: 80 - 	 Best:    1.69222 - 	 Mean:    1.73146 - 	 AQreal:   24.57288  	 
Exp: 6 - 	 Ger: 81 - 	 Best:    1.69222 - 	 Mean:    1.73098 - 	 AQreal:   24.57288  	 
Exp: 6 - 	 Ger: 82 - 	 Best:    1.69222 - 	 Mean:    1.73098 - 	 AQreal:   24.57288  	 
Exp: 6 - 	 Ger: 83 - 	 Best:    1.69222 - 	 Mean:    1.73098 - 	 AQreal:   24.57288  	 
Exp: 6 - 	 Ger: 84 - 	 Best:    1.69222 - 	 Mean:    1.73098 - 	 AQreal:   24.57288  	 
Exp: 6 - 	 Ger: 85 - 	 Best:    1.66161 - 	 Mean:    1.72782 - 	 AQreal:   22.40283  	 
Exp: 6 - 	 Ger: 86 - 	 Best:    1.66161 - 	 Mean:    1.72782 - 	 AQreal:   22.40283  	 
Exp: 6 - 	 Ger: 87 - 	 Best:    1.66161 - 	 Mean:    1.72683 - 	 AQreal:   22.40283  	 
Exp: 6 - 	 Ger: 88 - 	 Best:    1.66161 - 	 Mean:    1.72596 - 	 AQreal:   22.40283  	 
Exp: 6 - 	 Ger: 89 - 	 Best:    1.66161 - 	 Mean:    1.72557 - 	 AQreal:   22.40283  	 
Exp: 6 - 	 Ger: 90 - 	 Best:    1.66161 - 	 Mean:    1.72512 - 	 AQreal:   19.18142  	 
Exp: 6 - 	 Ger: 91 - 	 Best:    1.66161 - 	 Mean:    1.72454 - 	 AQreal:   19.18142  	 
Exp: 6 - 	 Ger: 92 - 	 Best:    1.66161 - 	 Mean:    1.72454 - 	 AQreal:   19.18142  	 
Exp: 6 - 	 Ger: 93 - 	 Best:    1.66161 - 	 Mean:    1.72454 - 	 AQreal:   19.18142  	 
Exp: 6 - 	 Ger: 94 - 	 Best:    1.66161 - 	 Mean:    1.72454 - 	 AQreal:   19.18142  	 
Exp: 6 - 	 Ger: 95 - 	 Best:    1.66161 - 	 Mean:    1.72454 - 	 AQreal:   18.91732  	 
Exp: 6 - 	 Ger: 96 - 	 Best:    1.66161 - 	 Mean:    1.72454 - 	 AQreal:   18.91732  	 
Exp: 6 - 	 Ger: 97 - 	 Best:    1.66161 - 	 Mean:    1.72454 - 	 AQreal:   18.91732  	 
Exp: 6 - 	 Ger: 98 - 	 Best:    1.66161 - 	 Mean:    1.72362 - 	 AQreal:   18.91732  	 
Exp: 6 - 	 Ger: 99 - 	 Best:    1.66161 - 	 Mean:    1.72362 - 	 AQreal:   18.91732  	 
Exp: 6 - 	 Ger: 100 - 	 Best:    1.66161 - 	 Mean:    1.72362 - 	 AQreal:   18.05300  	 
Exp: 7 - 	 Ger: 1 - 	 Best:    2.42779 - 	 Mean:  376.26053 - 	 AQreal:   75.78165  	 
Exp: 7 - 	 Ger: 2 - 	 Best:    2.42779 - 	 Mean:    8.45752 - 	 AQreal:   75.78165  	 
Exp: 7 - 	 Ger: 3 - 	 Best:    2.22715 - 	 Mean:    3.98831 - 	 AQreal:   75.78165  	 
Exp: 7 - 	 Ger: 4 - 	 Best:    2.22715 - 	 Mean:    3.20745 - 	 AQreal:   75.78165  	 
Exp: 7 - 	 Ger: 5 - 	 Best:    2.22715 - 	 Mean:    2.71663 - 	 AQreal:   48.96609  	 
Exp: 7 - 	 Ger: 6 - 	 Best:    2.04666 - 	 Mean:    2.47444 - 	 AQreal:   48.96609  	 
Exp: 7 - 	 Ger: 7 - 	 Best:    2.04666 - 	 Mean:    2.35897 - 	 AQreal:   48.96609  	 
Exp: 7 - 	 Ger: 8 - 	 Best:    1.96220 - 	 Mean:    2.28855 - 	 AQreal:   48.96609  	 
Exp: 7 - 	 Ger: 9 - 	 Best:    1.96220 - 	 Mean:    2.22961 - 	 AQreal:   48.96609  	 
Exp: 7 - 	 Ger: 10 - 	 Best:    1.88660 - 	 Mean:    2.17410 - 	 AQreal:   31.28646  	 
Exp: 7 - 	 Ger: 11 - 	 Best:    1.88660 - 	 Mean:    2.15063 - 	 AQreal:   31.28646  	 
Exp: 7 - 	 Ger: 12 - 	 Best:    1.88660 - 	 Mean:    2.11292 - 	 AQreal:   31.28646  	 
Exp: 7 - 	 Ger: 13 - 	 Best:    1.88660 - 	 Mean:    2.07823 - 	 AQreal:   31.28646  	 
Exp: 7 - 	 Ger: 14 - 	 Best:    1.88660 - 	 Mean:    2.04848 - 	 AQreal:   31.28646  	 
Exp: 7 - 	 Ger: 15 - 	 Best:    1.81494 - 	 Mean:    1.99689 - 	 AQreal:   32.00888  	 
Exp: 7 - 	 Ger: 16 - 	 Best:    1.81494 - 	 Mean:    1.98312 - 	 AQreal:   32.00888  	 
Exp: 7 - 	 Ger: 17 - 	 Best:    1.81494 - 	 Mean:    1.95831 - 	 AQreal:   32.00888  	 
Exp: 7 - 	 Ger: 18 - 	 Best:    1.81494 - 	 Mean:    1.94898 - 	 AQreal:   32.00888  	 
Exp: 7 - 	 Ger: 19 - 	 Best:    1.81494 - 	 Mean:    1.94367 - 	 AQreal:   32.00888  	 
Exp: 7 - 	 Ger: 20 - 	 Best:    1.81494 - 	 Mean:    1.93690 - 	 AQreal:   13.26165  	 
Exp: 7 - 	 Ger: 21 - 	 Best:    1.81494 - 	 Mean:    1.92070 - 	 AQreal:   13.26165  	 
Exp: 7 - 	 Ger: 22 - 	 Best:    1.81494 - 	 Mean:    1.91047 - 	 AQreal:   13.26165  	 
Exp: 7 - 	 Ger: 23 - 	 Best:    1.81494 - 	 Mean:    1.90018 - 	 AQreal:   13.26165  	 
Exp: 7 - 	 Ger: 24 - 	 Best:    1.81494 - 	 Mean:    1.88867 - 	 AQreal:   13.26165  	 
Exp: 7 - 	 Ger: 25 - 	 Best:    1.81494 - 	 Mean:    1.88300 - 	 AQreal:    9.94791  	 
Exp: 7 - 	 Ger: 26 - 	 Best:    1.79840 - 	 Mean:    1.87087 - 	 AQreal:    9.94791  	 
Exp: 7 - 	 Ger: 27 - 	 Best:    1.79840 - 	 Mean:    1.86102 - 	 AQreal:    9.94791  	 
Exp: 7 - 	 Ger: 28 - 	 Best:    1.79840 - 	 Mean:    1.85261 - 	 AQreal:    9.94791  	 
Exp: 7 - 	 Ger: 29 - 	 Best:    1.79840 - 	 Mean:    1.84475 - 	 AQreal:    9.94791  	 
Exp: 7 - 	 Ger: 30 - 	 Best:    1.79840 - 	 Mean:    1.83895 - 	 AQreal:   12.38476  	 
Exp: 7 - 	 Ger: 31 - 	 Best:    1.79840 - 	 Mean:    1.83637 - 	 AQreal:   12.38476  	 
Exp: 7 - 	 Ger: 32 - 	 Best:    1.79840 - 	 Mean:    1.83423 - 	 AQreal:   12.38476  	 
Exp: 7 - 	 Ger: 33 - 	 Best:    1.79837 - 	 Mean:    1.82911 - 	 AQreal:   12.38476  	 
Exp: 7 - 	 Ger: 34 - 	 Best:    1.79837 - 	 Mean:    1.82818 - 	 AQreal:   12.38476  	 
Exp: 7 - 	 Ger: 35 - 	 Best:    1.79837 - 	 Mean:    1.82649 - 	 AQreal:   12.52482  	 
Exp: 7 - 	 Ger: 36 - 	 Best:    1.79837 - 	 Mean:    1.82649 - 	 AQreal:   12.52482  	 
Exp: 7 - 	 Ger: 37 - 	 Best:    1.75766 - 	 Mean:    1.82216 - 	 AQreal:   12.52482  	 
Exp: 7 - 	 Ger: 38 - 	 Best:    1.75766 - 	 Mean:    1.81897 - 	 AQreal:   12.52482  	 
Exp: 7 - 	 Ger: 39 - 	 Best:    1.75766 - 	 Mean:    1.81786 - 	 AQreal:   12.52482  	 
Exp: 7 - 	 Ger: 40 - 	 Best:    1.69972 - 	 Mean:    1.81136 - 	 AQreal:   12.41661  	 
Exp: 7 - 	 Ger: 41 - 	 Best:    1.69972 - 	 Mean:    1.80471 - 	 AQreal:   12.41661  	 
Exp: 7 - 	 Ger: 42 - 	 Best:    1.69972 - 	 Mean:    1.80217 - 	 AQreal:   12.41661  	 
Exp: 7 - 	 Ger: 43 - 	 Best:    1.69972 - 	 Mean:    1.79664 - 	 AQreal:   12.41661  	 
Exp: 7 - 	 Ger: 44 - 	 Best:    1.69972 - 	 Mean:    1.79627 - 	 AQreal:   12.41661  	 
Exp: 7 - 	 Ger: 45 - 	 Best:    1.69972 - 	 Mean:    1.79505 - 	 AQreal:   11.38567  	 
Exp: 7 - 	 Ger: 46 - 	 Best:    1.69972 - 	 Mean:    1.79032 - 	 AQreal:   11.38567  	 
Exp: 7 - 	 Ger: 47 - 	 Best:    1.69972 - 	 Mean:    1.78476 - 	 AQreal:   11.38567  	 
Exp: 7 - 	 Ger: 48 - 	 Best:    1.69972 - 	 Mean:    1.78226 - 	 AQreal:   11.38567  	 
Exp: 7 - 	 Ger: 49 - 	 Best:    1.69972 - 	 Mean:    1.77989 - 	 AQreal:   11.38567  	 
Exp: 7 - 	 Ger: 50 - 	 Best:    1.69972 - 	 Mean:    1.77944 - 	 AQreal:   13.46603  	 
Exp: 7 - 	 Ger: 51 - 	 Best:    1.69972 - 	 Mean:    1.77776 - 	 AQreal:   13.46603  	 
Exp: 7 - 	 Ger: 52 - 	 Best:    1.69972 - 	 Mean:    1.76806 - 	 AQreal:   13.46603  	 
Exp: 7 - 	 Ger: 53 - 	 Best:    1.69972 - 	 Mean:    1.76771 - 	 AQreal:   13.46603  	 
Exp: 7 - 	 Ger: 54 - 	 Best:    1.69972 - 	 Mean:    1.76678 - 	 AQreal:   13.46603  	 
Exp: 7 - 	 Ger: 55 - 	 Best:    1.69972 - 	 Mean:    1.76399 - 	 AQreal:   18.47646  	 
Exp: 7 - 	 Ger: 56 - 	 Best:    1.69972 - 	 Mean:    1.76327 - 	 AQreal:   18.47646  	 
Exp: 7 - 	 Ger: 57 - 	 Best:    1.69972 - 	 Mean:    1.76108 - 	 AQreal:   18.47646  	 
Exp: 7 - 	 Ger: 58 - 	 Best:    1.69972 - 	 Mean:    1.76108 - 	 AQreal:   18.47646  	 
Exp: 7 - 	 Ger: 59 - 	 Best:    1.69972 - 	 Mean:    1.76030 - 	 AQreal:   18.47646  	 
Exp: 7 - 	 Ger: 60 - 	 Best:    1.69972 - 	 Mean:    1.76005 - 	 AQreal:   37.06714  	 
Exp: 7 - 	 Ger: 61 - 	 Best:    1.69972 - 	 Mean:    1.75890 - 	 AQreal:   37.06714  	 
Exp: 7 - 	 Ger: 62 - 	 Best:    1.68937 - 	 Mean:    1.75319 - 	 AQreal:   37.06714  	 
Exp: 7 - 	 Ger: 63 - 	 Best:    1.68937 - 	 Mean:    1.75319 - 	 AQreal:   37.06714  	 
Exp: 7 - 	 Ger: 64 - 	 Best:    1.68937 - 	 Mean:    1.75240 - 	 AQreal:   37.06714  	 
Exp: 7 - 	 Ger: 65 - 	 Best:    1.68937 - 	 Mean:    1.75240 - 	 AQreal:   23.47672  	 
Exp: 7 - 	 Ger: 66 - 	 Best:    1.68937 - 	 Mean:    1.75240 - 	 AQreal:   23.47672  	 
Exp: 7 - 	 Ger: 67 - 	 Best:    1.68937 - 	 Mean:    1.75146 - 	 AQreal:   23.47672  	 
Exp: 7 - 	 Ger: 68 - 	 Best:    1.68937 - 	 Mean:    1.75146 - 	 AQreal:   23.47672  	 
Exp: 7 - 	 Ger: 69 - 	 Best:    1.68937 - 	 Mean:    1.75146 - 	 AQreal:   23.47672  	 
Exp: 7 - 	 Ger: 70 - 	 Best:    1.68937 - 	 Mean:    1.75146 - 	 AQreal:   37.44241  	 
Exp: 7 - 	 Ger: 71 - 	 Best:    1.67563 - 	 Mean:    1.74806 - 	 AQreal:   37.44241  	 
Exp: 7 - 	 Ger: 72 - 	 Best:    1.67563 - 	 Mean:    1.74373 - 	 AQreal:   37.44241  	 
Exp: 7 - 	 Ger: 73 - 	 Best:    1.67563 - 	 Mean:    1.74238 - 	 AQreal:   37.44241  	 
Exp: 7 - 	 Ger: 74 - 	 Best:    1.67563 - 	 Mean:    1.74238 - 	 AQreal:   37.44241  	 
Exp: 7 - 	 Ger: 75 - 	 Best:    1.67563 - 	 Mean:    1.74132 - 	 AQreal:   30.02291  	 
Exp: 7 - 	 Ger: 76 - 	 Best:    1.67563 - 	 Mean:    1.74129 - 	 AQreal:   30.02291  	 
Exp: 7 - 	 Ger: 77 - 	 Best:    1.67563 - 	 Mean:    1.73945 - 	 AQreal:   30.02291  	 
Exp: 7 - 	 Ger: 78 - 	 Best:    1.67563 - 	 Mean:    1.73945 - 	 AQreal:   30.02291  	 
Exp: 7 - 	 Ger: 79 - 	 Best:    1.67563 - 	 Mean:    1.73766 - 	 AQreal:   30.02291  	 
Exp: 7 - 	 Ger: 80 - 	 Best:    1.67563 - 	 Mean:    1.73721 - 	 AQreal:   21.30807  	 
Exp: 7 - 	 Ger: 81 - 	 Best:    1.67563 - 	 Mean:    1.73721 - 	 AQreal:   21.30807  	 
Exp: 7 - 	 Ger: 82 - 	 Best:    1.67563 - 	 Mean:    1.73648 - 	 AQreal:   21.30807  	 
Exp: 7 - 	 Ger: 83 - 	 Best:    1.67563 - 	 Mean:    1.73568 - 	 AQreal:   21.30807  	 
Exp: 7 - 	 Ger: 84 - 	 Best:    1.67563 - 	 Mean:    1.73317 - 	 AQreal:   21.30807  	 
Exp: 7 - 	 Ger: 85 - 	 Best:    1.67563 - 	 Mean:    1.73317 - 	 AQreal:   20.50246  	 
Exp: 7 - 	 Ger: 86 - 	 Best:    1.67563 - 	 Mean:    1.73317 - 	 AQreal:   20.50246  	 
Exp: 7 - 	 Ger: 87 - 	 Best:    1.67563 - 	 Mean:    1.73317 - 	 AQreal:   20.50246  	 
Exp: 7 - 	 Ger: 88 - 	 Best:    1.67563 - 	 Mean:    1.73317 - 	 AQreal:   20.50246  	 
Exp: 7 - 	 Ger: 89 - 	 Best:    1.67563 - 	 Mean:    1.73317 - 	 AQreal:   20.50246  	 
Exp: 7 - 	 Ger: 90 - 	 Best:    1.67563 - 	 Mean:    1.73256 - 	 AQreal:   18.84293  	 
Exp: 7 - 	 Ger: 91 - 	 Best:    1.67563 - 	 Mean:    1.73256 - 	 AQreal:   18.84293  	 
Exp: 7 - 	 Ger: 92 - 	 Best:    1.67563 - 	 Mean:    1.73256 - 	 AQreal:   18.84293  	 
Exp: 7 - 	 Ger: 93 - 	 Best:    1.67563 - 	 Mean:    1.73256 - 	 AQreal:   18.84293  	 
Exp: 7 - 	 Ger: 94 - 	 Best:    1.67563 - 	 Mean:    1.73256 - 	 AQreal:   18.84293  	 
Exp: 7 - 	 Ger: 95 - 	 Best:    1.67563 - 	 Mean:    1.73256 - 	 AQreal:   16.39744  	 
Exp: 7 - 	 Ger: 96 - 	 Best:    1.67563 - 	 Mean:    1.73246 - 	 AQreal:   16.39744  	 
Exp: 7 - 	 Ger: 97 - 	 Best:    1.67563 - 	 Mean:    1.73013 - 	 AQreal:   16.39744  	 
Exp: 7 - 	 Ger: 98 - 	 Best:    1.67563 - 	 Mean:    1.73013 - 	 AQreal:   16.39744  	 
